author,commits,fixes,bugs,sign-off,test,review,report
Zhao Chen,15,0,0,30,0,0,0
Nick Ewalt,15,0,0,15,0,0,0
Sherry Yang,15,2,1,15,0,0,0
Vinson Lee,15,5,0,18,2,0,11
Rakesh Ughreja,15,0,0,19,0,0,0
Jinbum Park,15,0,0,15,0,0,0
Oliver Upton,14,4,0,15,0,5,0
Xiaoyao Li,14,2,0,15,0,2,2
Michal Swiatkowski,14,0,0,14,0,0,0
Dragos Tarcatu,14,5,0,14,0,0,0
Sergey Organov,14,0,0,14,0,0,0
Zhan Liu,14,0,0,21,0,14,0
Nicholas Johnson,14,0,0,14,1,0,6
Jim Quinlan,14,0,0,14,0,0,3
Jiufei Xue,14,5,0,20,0,8,3
Dongdong Liu,14,4,1,16,0,1,1
Marco Elver,14,0,0,14,0,0,1
Tamizh chelvam,14,1,0,25,2,0,0
Andrey Skvortsov,14,0,0,14,0,0,2
Richard Gong,14,0,0,18,1,1,0
Jon Bloomfield,14,0,0,16,1,11,1
Aleksandr Loktionov,14,0,0,14,0,0,0
Dariusz Marcinkiewicz,14,0,0,17,0,0,0
Adit Ranadive,14,8,5,18,3,15,0
Hui Zhu,14,0,0,14,0,0,0
Mariusz Stachura,14,0,0,14,0,0,0
Artur Rojek,14,0,0,15,31,0,0
Bharath Vedartham,14,0,0,14,0,0,1
Fabien Lahoudere,14,0,0,20,0,30,0
Gen Zhang,14,3,0,14,0,0,0
Abhinav Kumar,14,0,0,15,0,14,0
Joseph Gravenor,14,0,0,14,0,0,0
Jakub Pawlak,14,0,0,15,0,0,0
Volodymyr Babchuk,14,1,0,16,0,0,1
Chris Mi,14,4,0,14,0,1,16
Lihong Yang,14,0,0,14,0,0,0
Kai Huang,14,0,0,14,0,0,1
Oz Shlomo,14,0,0,14,0,37,0
Camelia Groza,14,2,0,15,0,2,1
Shamir Rabinovitch,14,3,1,19,0,2,0
KaiChieh Chuang,14,0,0,29,0,0,0
David Kozub,14,1,0,21,0,0,0
Anil Gurumurthy,14,1,0,25,0,0,0
Yifeng Li,14,2,1,14,0,0,0
Darren Trapp,14,1,0,22,0,0,0
Aviya Erenfeld,14,1,0,14,0,0,0
Randy Li,14,0,0,14,0,0,1
Eli Cooper,14,3,0,14,0,0,1
Nipun Gupta,14,0,0,18,1,0,0
Dhaval Shah,14,0,0,14,0,0,0
Santosh Rastapur,14,0,0,37,0,0,0
Misono Tomohiro,14,3,1,8,1,4,4
Srikanth Jampala,14,1,1,16,0,11,0
Martin Leung,13,1,1,13,0,5,0
Lucas Tanure,13,0,0,13,0,0,0
Liu Song,13,1,0,13,0,1,1
Marios Pomonis,13,12,0,12,0,0,0
Qing Xu,13,0,0,15,0,0,0
Daniel Rosenberg,13,0,0,13,0,1,0
chen gong,13,0,0,13,0,0,0
Chris Down,13,0,0,14,0,0,1
Wayne Lin,13,3,0,13,0,0,0
Roman Bolshakov,13,8,0,14,1,10,0
Tung Nguyen,13,4,1,15,0,0,1
Subbaraya Sundeep,13,4,1,16,2,0,1
Honggang Li,13,4,0,16,2,0,3
Bryan Tan,13,5,2,14,0,5,0
Clemens Gruber,13,2,0,18,9,0,5
Ayman Bagabas,13,4,4,13,0,0,0
Lanqing Liu,13,0,0,13,0,0,0
Alaa Hleihel,13,11,0,15,1,0,3
Kevin Laatz,13,2,2,13,0,0,0
Krishna Yarlagadda,13,0,0,18,0,0,0
Rahul Verma,13,1,1,13,0,0,0
Alexandre Mergnat,13,1,0,13,0,0,1
Stefan Riedmueller,13,0,0,18,0,0,0
Otto Sabart,13,9,0,13,0,0,1
Alvin Lee,13,0,0,13,0,5,0
Michael Strauss,13,0,0,13,0,0,0
Jack Zhang,13,0,0,13,0,0,0
Yurii Pavlovskyi,13,0,0,13,0,0,0
Preethi Banala,13,0,0,14,0,0,1
WANG Chao,13,1,0,13,4,1,4
Shunyong Yang,13,1,0,13,2,0,0
Jakub Wilk,13,0,0,13,0,0,0
Hiromitsu Yamasaki,13,2,0,19,0,0,3
Shayenne Moura,13,0,0,13,0,1,0
Steven Chiu,13,0,0,13,0,10,0
Bernard Pidoux,13,0,0,13,2,0,4
Jeremy Fertic,13,7,0,13,0,0,0
Jorgen Hansen,13,2,0,13,0,38,1
Christoph Manszewski,13,0,0,13,0,0,0
Alan Douglas,13,4,0,13,0,0,1
Radu Rendec,13,2,1,12,0,0,3
Dongjiu Geng,13,1,0,14,0,3,0
Aymen Qader,13,0,0,13,0,0,0
Constantine Shulyupin,13,0,0,11,0,0,0
Amol Grover,12,1,0,12,2,1,0
Jim Lin,12,0,0,13,0,0,0
Xiaoguang Wang,12,1,0,11,1,0,2
Guangbin Huang,12,3,0,20,0,0,0
Sung Lee,12,0,0,13,0,0,0
Chen Wandun,12,8,0,12,0,0,0
Vivek Kasireddy,12,2,2,12,0,2,0
Daniel Verkamp,12,3,0,13,0,3,5
Adrian Huang,12,1,0,12,0,0,0
Ben Whitten,12,1,0,12,0,0,0
Eugene Syromiatnikov,12,5,0,13,0,0,6
Ashish Kumar,12,0,0,18,1,0,0
Anders Kaseorg,12,0,0,14,0,0,2
Alagu Sankar,12,0,0,12,0,0,0
Branden Bonaby,12,0,0,12,0,0,0
James Clark,12,2,0,7,0,0,0
Josef Friedl,12,0,0,12,0,0,0
Usha Ketineni,12,0,0,13,0,0,0
Nikitas Angelinas,12,0,0,13,0,3,0
Jeroen Hofstee,12,0,0,12,1,1,1
Kairui Song,12,3,1,12,0,0,0
Narendra K,12,0,0,15,1,0,1
Maciej Falkowski,12,0,0,12,0,0,0
David Frey,12,1,0,11,0,0,0
Khiem Nguyen,12,0,0,16,0,0,1
Gerd Rausch,12,3,0,15,0,1,1
Chuanhua Han,12,1,0,12,0,0,0
George McCollister,12,0,0,13,1,1,0
Bhushan Shah,12,1,0,12,1,0,0
Luis Araneda,12,1,0,12,0,0,0
Eiichi Tsukata,12,9,0,12,0,0,2
Han Xu,12,1,0,16,6,0,1
Martin Tsai,12,0,0,12,0,0,0
Noah Abradjian,12,0,0,12,0,0,0
Eyal Birger,12,2,0,13,1,4,1
Michael Petlan,12,2,0,12,3,0,15
Igor Stoppa,12,0,0,12,0,0,1
Luis Chamberlain,12,3,0,15,0,18,0
Hiroyuki Yokoyama,12,1,0,15,56,1,19
Sidong Yang,12,0,0,12,0,0,0
Jon Maxwell,12,1,0,13,0,0,0
KT Liao,12,0,0,13,0,0,0
William Cohen,12,0,0,12,2,1,7
Bhagyashri Dighole,12,0,0,12,0,0,0
Sumit Pundir,12,0,0,12,0,0,0
Alistair Strachan,12,1,1,13,1,0,0
Bruce Wang,12,0,0,12,1,1,0
Ramon Fried,12,0,0,16,1,0,1
Diego Viola,12,0,0,12,7,0,4
James Cowgill,12,6,0,12,0,0,1
Sudheer Mogilappagari,12,0,0,12,0,0,0
Igor Druzhinin,11,1,0,11,0,0,0
Johan Korsnes,11,1,0,11,0,0,0
Jonathan Kim,11,0,0,13,0,1,2
Hridya Valsaraju,11,1,0,11,0,1,0
Wen He,11,0,0,17,0,0,0
Geetha sowjanya,11,0,0,16,0,0,0
Lakshmi Ramasubramanian,11,3,3,11,0,0,0
Paul Hsieh,11,0,0,11,0,0,0
Alex Sierra,11,0,0,11,0,0,0
Julien Masson,11,0,0,11,0,0,0
Quentin Deslandes,11,0,0,11,0,3,0
Erin Lo,11,0,0,34,0,0,0
Pawan Gupta,11,1,1,13,0,0,1
Andre Heider,11,0,0,13,10,2,2
Zhigang Lu,11,0,0,8,0,0,0
Venkat Gopalakrishnan,11,0,0,16,0,7,0
Revanth Rajashekar,11,0,0,12,0,0,0
Lori Hikichi,11,1,0,14,0,1,0
Konstantin Khorenko,11,3,0,12,0,0,0
Ilya Ledvich,11,0,0,11,0,0,0
Kyle Roeschley,11,1,0,12,4,0,1
Anshuman Gupta,11,0,0,12,0,8,0
Bill Kuzeja,11,7,1,11,0,0,3
Stuart Henderson,11,1,0,12,0,0,1
Brendan Jackman,11,0,0,11,0,5,0
Adrian Ratiu,11,1,0,3,0,0,0
Ingo Franzki,11,1,0,11,0,14,0
David Riley,11,0,0,11,1,1,0
Santosh Sivaraj,11,1,0,15,1,2,0
Jan Dakinevich,11,2,0,11,0,0,0
Dragan Cvetic,11,0,0,12,8,4,0
Xiao Ni,11,3,1,11,5,2,5
Weitao Hou,11,1,0,11,0,0,0
Ramneek Mehresh,11,0,0,24,1,0,0
Eryk Brol,11,0,0,13,0,0,0
Reinhard Speyerer,11,4,0,11,0,0,0
Anand Lodnoor,11,0,0,11,0,0,0
Roland Scheidegger,11,0,0,5,0,4,1
Jules Maselbas,11,2,2,11,0,0,0
Aubrey Li,11,0,0,17,3,0,0
Lukasz Pawelczyk,11,0,0,11,0,0,0
Crt Mori,11,0,0,11,1,0,0
Radu Pirea,11,0,0,11,0,0,0
Luwei Kang,11,0,0,22,0,1,0
Philippe Cornu,11,0,0,42,23,29,0
Sebastien Bourdelin,11,0,0,11,0,0,0
Bich HEMON,11,1,1,0,0,0,0
Alison Wang,11,0,0,27,0,0,1
Emanuel Bennici,11,0,0,11,0,0,0
Kevin Strasser,11,0,0,12,1,0,1
chunhui dai,11,0,0,11,0,0,0
Peter Seiderer,11,0,0,12,0,0,1
Danny Milosavljevic,11,0,0,11,0,0,0
Chao Fan,11,0,0,11,2,0,0
Paul Elder,11,1,0,12,7,7,0
Eric Wong,11,1,0,12,4,0,3
Yanjiang Jin,11,1,0,11,0,0,1
Sihyeon Jang,11,1,0,11,0,0,0
Rabie Loulou,11,1,0,12,0,0,0
Shahar Klein,11,4,0,16,1,3,1
Paolo Cretaro,11,0,0,11,0,0,1
Eric Richter,11,0,0,17,1,0,0
Matheus Tavares,11,0,0,14,0,2,0
Ashish Samant,11,1,1,11,1,33,0
Zhimin Gu,11,0,0,11,0,0,0
Justin TerAvest,11,0,0,11,0,2,0
Wen Xiong,10,0,0,43,8,18,4
Brian Vazquez,10,5,1,12,0,0,0
Yi Zhang,10,2,0,13,10,0,23
Kent Gibson,10,4,1,11,0,0,1
Ben Gardon,10,0,0,10,0,0,1
Mikhail Zaslonko,10,2,0,10,0,1,1
Pingfan Liu,10,1,0,10,2,0,1
Leonardo Bras,10,0,0,10,0,2,0
Reza Amini,10,0,0,10,0,3,0
Venkateswara Naralasetty,10,0,0,11,1,0,0
Henry Tieman,10,0,0,15,0,0,0
Vinayak Menon,10,1,0,11,0,1,3
Like Xu,10,0,0,10,1,1,1
Piotr Sroka,10,1,0,10,0,0,0
Yangyang Li,10,4,3,14,0,0,0
Piotr Kwapulinski,10,0,0,10,0,0,0
Ashish Kalra,10,0,0,13,0,0,0
Alan Mikhak,10,2,0,10,0,0,0
Donald Dutile,10,0,0,9,4,5,0
Zhengjun Xing,10,6,0,10,0,0,0
Tom Murphy,10,0,0,11,0,0,0
Pavel Tikhomirov,10,3,0,11,1,1,2
Jaska Uimonen,10,1,1,10,0,4,0
Ralf Ramsauer,10,2,0,11,0,0,1
Konstantin Porotchkin,10,0,0,12,0,0,0
Jiaxin Yu,10,2,0,14,0,0,0
Philipp Puschmann,10,0,0,10,0,0,0
Micah Morton,10,0,0,20,0,0,0
Fam Zheng,10,1,0,10,0,4,1
Dave Taht,10,0,0,13,1,0,4
Jordan Justen,10,0,0,11,1,3,2
Frode Isaksen,10,0,0,13,0,0,0
Daniel Silsby,10,0,0,10,0,0,0
Murton Liu,10,0,0,10,0,0,0
Dennis Wassenberg,10,0,0,10,1,0,0
Balaji Pothunoori,10,1,0,14,0,0,0
Joseph Salisbury,10,1,0,11,1,0,7
Rocky Liao,10,0,0,10,2,2,1
JC Kuo,10,1,0,10,0,7,0
Sunil Muthuswamy,10,3,3,10,0,1,0
Xu Wang,10,0,0,10,0,0,0
Maarten Brock,10,0,0,10,0,0,2
Stanislav Lisovskiy,10,2,0,10,0,26,1
Eugene Korenevsky,10,0,0,10,0,0,0
Stephen Barber,10,0,0,10,5,2,1
Rick Edgecombe,10,3,2,26,0,0,1
Jia Zhang,10,4,1,10,0,0,0
Sachin Sant,10,1,0,11,13,0,26
Debabrata Banerjee,10,1,0,11,0,0,1
John Barberiz,10,0,0,10,0,1,0
Daniel Mentz,10,5,0,10,4,1,2
Lee Duncan,10,0,0,14,0,42,1
Cathy Avery,10,0,0,10,1,1,2
Christian Hohnstaedt,10,0,0,10,0,0,1
Bas Nieuwenhuizen,10,0,0,10,0,4,0
Paul Clarke,10,0,0,8,0,0,0
Manfred Schlaegl,10,1,0,13,0,0,2
Jian Hu,10,0,0,10,0,0,1
Srinivas Dasari,10,5,1,13,0,0,0
Graeme Smecher,10,3,0,9,1,0,0
Brian Welty,10,1,0,12,0,15,0
Andreas Pape,10,1,1,10,0,0,0
Li Zhijian,10,1,0,10,0,0,2
Sohil Mehta,10,1,0,11,1,2,0
Christophe Fergeau,10,0,0,10,0,0,2
Kiran Kumar,10,5,0,10,0,0,2
Gerald Baeza,10,0,0,22,0,1,0
Stefan Seyfried,10,1,0,11,3,0,6
Jun Gao,10,0,0,10,1,0,0
Vijay Immanuel,10,0,0,10,0,0,1
Marcel Ziswiler,226,2,0,233,19,17,4
David Engraf,20,3,0,19,1,0,1
Xi Wang,94,18,0,105,0,0,2
Sowjanya Komatineni,85,2,0,85,3,1,0
Bitan Biswas,11,1,0,11,1,0,3
Mars Cheng,27,0,0,30,0,0,0
Shameer Kolothum,12,2,0,16,3,0,1
James Bottomley,716,8,1,9385,11,33,12
Fabien Parent,48,2,0,56,1,0,0
Yongqiang Niu,24,3,0,26,0,0,0
Vijay Khemka,25,0,0,25,1,3,0
Sergei Shtylyov,1250,93,18,1334,2,56,36
David Francis,85,2,0,89,0,54,0
Sricharan R,88,4,2,133,3,15,2
Vasyl Gomonovych,43,0,0,48,0,0,0
Allison Henderson,20,0,0,25,3,33,0
Mao Wenan,56,29,0,57,0,0,1
James Hogan,833,117,27,1102,9,155,16
Jeff Kirsher,346,3,0,7097,1,1,3
Stefan Assmann,55,2,0,58,2,0,19
Manfred Rudigier,11,0,0,11,0,0,0
Philipp Rudo,43,11,6,45,1,16,3
Sam Ravnborg,1133,5,2,1756,4,238,9
Helen Koike,31,11,0,60,0,2,0
Jacob Chen,27,0,0,37,3,2,0
Jeffy Chen,121,20,2,130,11,6,4
Chaitanya Kulkarni,68,1,1,75,2,126,0
Ma Feng,12,1,0,12,0,0,0
Alexandre Courbot,440,6,1,453,64,187,6
Jan Beulich,704,8,0,691,3,28,38
Daniel Baluta,177,20,2,189,5,105,5
Baruch Siach,297,26,2,300,8,4,7
Michael Trimarchi,39,2,0,48,2,1,2
Christian Lamparter,488,28,8,510,27,0,4
CK Hu,11,0,0,158,0,16,1
Qiang Yu,13,4,2,23,0,3,0
Laurent Pinchart,3197,76,38,3777,73,1018,40
Bruno Thomsen,16,1,0,16,2,0,1
Brian Gerst,171,0,0,174,0,1,9
Jim Mattson,113,37,1,130,5,139,14
AKASHI Takahiro,76,2,0,79,0,1,11
Pavel Tatashin,104,16,6,116,0,65,0
Tadeusz Struk,159,6,1,181,3,4,0
Daniel Gomez,13,0,0,13,0,0,0
Stephen Warren,930,25,5,1490,267,201,26
Shawn Guo,1031,13,7,5111,126,57,16
Sean Young,365,14,6,675,3,7,3
Alexandre Torgue,56,5,0,340,2,0,1
Elliot Berman,17,0,0,17,0,0,0
Andy Lutomirski,913,70,44,964,18,102,44
Sergey Senozhatsky,229,5,1,237,25,175,32
Andrzej Pietrasiewicz,346,6,1,361,3,16,5
Stephen Brennan,10,0,0,12,0,0,0
Shiraz Saleem,68,18,4,135,1,19,4
Alex Vesker,73,25,10,81,0,31,0
Fan Li,28,0,0,7,0,0,1
Tonghao Zhang,67,10,0,67,0,0,1
Kevin Wang,166,0,0,157,1,148,0
Likun Gao,77,0,0,82,0,15,2
Xiaojie Yuan,133,4,0,134,1,44,0
Chunming Zhou,263,0,0,268,0,367,0
Heinz Mauelshagen,152,8,0,158,4,1,5
Manasi Navare,109,16,12,145,2,127,0
Jacob Pan,117,8,1,152,6,1,2
Dhinakaran Pandiyan,119,21,3,164,0,167,1
Imre Deak,791,70,19,912,10,585,22
Jason Ekstrand,13,0,0,13,1,6,6
Frederic Weisbecker,1124,3,2,1456,6,118,26
Vladimir Zapolskiy,366,41,7,387,7,54,2
Rahul Tanwar,13,0,0,13,1,0,1
Andre Przywara,252,10,3,299,47,54,22
Ying Xue,242,13,4,247,18,177,5
Cristian Marussi,16,0,0,16,2,9,3
Magnus Damm,1642,4,0,1687,8,5,19
Stanimir Varbanov,128,3,2,150,5,14,7
Punit Agrawal,71,7,0,83,1,6,2
Peter Rosin,287,32,12,343,18,24,9
Stefan Berger,68,8,3,73,35,38,3
Alexey Kardashevskiy,256,39,20,261,15,78,16
Vitaly Chikunov,19,0,0,19,0,2,0
Alexey Budankov,50,1,0,50,0,0,0
Nickey Yang,14,0,0,15,1,0,0
Claudiu Manoil,143,7,1,157,0,8,0
Ram Pai,82,10,9,92,1,20,1
Fenghua Yu,163,1,1,183,0,21,1
Paul Walmsley,687,5,0,1544,8,74,20
Ramalingam C,102,4,2,113,0,37,1
John Johansen,306,35,18,393,0,17,0
Andrey Konovalov,108,2,0,127,61,13,124
Chanho Min,22,3,0,22,0,0,7
Abdiel Janulgue,13,1,1,15,3,11,0
Oren Givon,49,2,0,50,0,0,2
Balakrishna Godavarthi,25,1,1,25,2,13,2
Adam Ford,132,17,5,131,21,1,6
Mitch Williams,328,0,0,387,0,6,1
Liran Alon,89,16,3,92,0,55,0
Eugene Crosser,32,0,0,32,0,5,0
Ilias Apalodimas,29,4,4,37,6,14,0
Yixian Liu,34,6,4,66,0,2,0
Selvin Xavier,77,13,6,151,4,3,1
Jan Stancek,25,8,0,28,15,0,40
Markus Elfring,1171,9,0,1172,0,1,3
Souptick Joarder,153,2,2,146,0,0,0
Bartlomiej Zolnierkiewicz,2453,13,1,3683,5,108,22
Sumit Garg,14,4,2,14,2,7,1
Namjae Jeon,144,0,0,158,1,65,1
Ding Xiang,27,4,0,28,0,0,0
Sreekanth Reddy,143,2,0,159,1,0,0
Ben Hutchings,1442,101,3,1582,3,102,99
Dominik Brodowski,599,3,0,872,8,7,14
Drew Davenport,15,1,0,15,0,0,0
Sharat Masetty,16,1,0,18,0,0,0
Douglas Gilbert,97,1,0,105,10,11,15
Lina Iyer,55,1,0,68,4,17,1
Sudeep Holla,417,42,16,476,39,56,12
John Ogness,42,5,0,42,5,0,1
Oliver Hartkopp,149,2,0,164,34,11,9
Sean Nyekjaer,39,5,1,39,19,8,1
Alexander Duyck,1299,51,19,1340,3,23,15
Tomasz Figa,426,6,1,548,18,413,9
Sudip Mukherjee,573,49,16,600,18,0,10
Lukasz Luba,40,1,0,40,18,22,0
Chris Chiu,34,2,0,35,2,15,3
Kamil Konieczny,33,1,1,34,1,1,0
David Abdurachmanov,16,7,1,17,2,0,3
Shmulik Ladkani,52,8,0,52,0,18,4
Nikita Yushchenko,36,4,1,39,4,0,2
Ondrej Jirman,56,7,0,66,13,0,4
Paul Durrant,62,1,0,70,1,28,0
Richard Cochran,305,4,1,317,23,8,8
Netanel Belgazal,59,9,9,61,0,0,0
Sathyanarayana Nujella,13,0,0,17,1,0,0
Pankaj Bharadiya,13,0,0,13,0,0,0
Jeffrey Hugo,93,23,5,97,22,41,2
Le Ma,88,0,0,85,0,43,0
Luben Tuikov,15,0,0,15,0,10,3
Jungseung Lee,17,0,0,17,0,0,0
Sanyog Kale,16,0,0,38,0,0,0
Shreyas NC,24,0,0,42,0,0,0
Stu Hsieh,14,0,0,43,0,0,0
Salvatore Mesoraca,10,0,0,10,0,0,0
Shan Hai,13,1,0,12,1,1,1
David Rivshin,21,11,0,21,2,0,0
Vladimir Davydov,212,13,2,216,0,71,3
Harsha Sharma,27,0,0,27,0,0,1
Ike Panhc,33,0,0,37,0,0,0
Myron Stowe,90,3,1,93,1,1,0
Raghu Vatsavayi,86,0,0,124,0,0,0
Rob Landley,66,1,0,70,0,0,7
Tal Shorer,21,0,0,21,0,0,0
Peter Feiner,14,1,0,14,0,2,1
Mathieu Xhonneux,12,2,0,12,0,0,0
Maninder Singh,31,1,0,31,0,0,3
Phillip Lougher,111,0,0,121,0,0,2
Dirk Gouders,20,0,0,20,6,1,3
Hyunchul Lee,15,0,0,16,0,0,1
Suresh Reddy,48,2,0,56,0,0,0
Karthikeyan Ramasubramanian,13,0,0,14,0,0,0
Jorge Sanjuan,18,1,0,20,1,0,0
Akshay Adiga,13,4,2,14,0,1,0
Dominik Dingel,56,0,0,58,0,17,1
Tomas Novotny,13,0,0,13,2,0,1
Nick Dyer,83,1,0,95,4,4,0
Markus Stockhausen,26,1,0,23,0,0,0
Nicolas Dufresne,12,0,0,12,3,2,4
Timur Tabi,324,7,4,343,25,47,9
Zhu Yi,291,3,0,588,0,7,0
Alberto Panizzo,46,1,0,45,0,0,0
Li Wang,13,0,0,16,6,2,5
Jaejoong Kim,20,0,0,20,0,0,0
Lawrence Brakmo,50,8,2,63,1,1,1
dann frazier,38,1,0,37,19,1,4
Cyril Bur,74,6,2,78,1,24,1
Simon Guo,61,1,1,87,0,1,1
Piotr Sawicki,14,0,0,14,0,0,0
Roman Fietze,10,0,0,10,0,0,1
Michel Pollet,18,0,0,18,0,0,0
Geoff Levand,226,0,0,302,10,2,1
Tyler Baicar,20,0,0,23,19,1,2
Michael Hanselmann,18,0,0,20,0,1,0
Bharat Bhushan,80,0,0,83,21,4,1
Anton Gerasimov,14,0,0,14,0,0,0
David Gibson,258,2,1,270,4,235,5
Sonny Jiang,13,0,0,13,3,5,0
Gao Feng,100,5,0,100,0,0,0
Peter Pan,24,0,0,3,0,0,0
Lin Huang,25,1,0,29,1,0,3
Wenyou Yang,94,1,0,105,12,1,1
Claudio Imbrenda,20,6,0,21,0,7,1
Nicolas Chauvet,10,1,0,10,8,0,6
Ilya Lesokhin,31,10,1,43,0,2,4
Xiao Guangrong,444,0,0,473,1,83,4
Tony Battersby,45,8,0,44,4,0,2
Yan Markman,13,5,0,13,0,0,0
Joshua Kinard,23,3,2,28,3,1,4
Alastair Bridgewater,20,3,0,20,0,0,2
Moses Reuben,12,0,0,12,0,0,0
Christophe Jaillet,116,31,0,20,0,0,1
Michael Scott,19,0,0,20,20,12,6
Sjoerd Simons,58,0,0,58,19,8,2
Chen Zhong,10,0,0,18,0,0,0
Olli Salonen,91,0,0,90,7,14,2
yuan linyu,11,1,1,11,0,0,0
Xunlei Pang,71,6,0,71,0,1,2
Robert Nelson,25,0,0,26,13,0,1
Kamal Mostafa,17,2,0,19,14,0,1
Simon Que,14,0,0,24,0,0,0
Jason Cooper,209,0,0,1452,1,19,1
Karim Eshapa,11,0,0,11,0,0,0
Yuval Mintz,364,19,2,843,3,31,2
Arkadi Sharshevsky,134,13,7,129,0,1,0
Avi Kivity,1113,1,0,3463,7,1,10
David Wu,60,1,0,63,3,7,0
Jaedon Shin,48,6,0,52,0,1,2
Tom Herbert,388,13,5,388,3,0,12
Marcin Ciupak,24,0,0,24,0,0,1
Quytelda Kahja,144,0,0,143,0,1,0
Ryan Hsu,21,3,0,21,1,0,0
Chunyu Hu,12,7,1,12,1,0,10
Daniel Stone,73,6,1,85,3,57,1
Xinming Hu,126,2,0,129,10,0,0
Eyal Reizer,10,0,0,20,0,0,1
Azael Avalos,111,0,0,114,0,0,0
Vitaly Andrianov,22,0,0,29,0,0,0
Rickard Strandqvist,227,0,0,228,0,2,9
Antonio Quartulli,316,2,1,713,2,0,16
peter enderborg,13,0,0,0,0,0,0
Matan Barak,186,27,21,269,0,75,0
Waldemar Rymarkiewicz,78,1,0,78,0,0,1
William Wu,24,1,0,24,0,0,0
Bharat Potnuri,12,5,0,1,0,0,0
Steven Eckhoff,10,0,0,10,0,1,0
olivier moysan,25,0,0,24,0,0,0
Simon Glass,17,0,0,22,1,22,0
Klaus Goger,19,0,0,19,4,0,0
Samuel Li,43,0,0,48,0,7,0
Peter Meerwald,317,0,0,267,2,0,4
Roman Pen,26,0,0,15,0,1,0
Shirish Pargaonkar,60,0,0,80,8,80,3
Chas Williams,35,0,0,101,0,0,0
Adam Manzanares,14,0,0,13,2,5,1
Emil Tantilov,283,0,0,289,40,0,2
Ilan Tayari,45,17,6,51,1,2,1
Robert Elliott,51,1,0,58,32,43,14
Fred Isaman,124,1,0,164,0,0,2
Andrew Perepechko,13,0,0,15,0,9,0
Fan Yong,31,0,0,32,0,87,0
Dmitry Eremin,549,5,0,92,0,197,0
James Simmons,379,2,0,1100,2,341,1
Petko Manolov,22,0,0,17,0,0,1
Ben Chan,23,1,0,24,0,0,0
Martin Hicks,22,1,0,21,1,0,0
Vincent Palatin,22,0,0,29,2,2,0
Sridhar Samudrala,77,0,0,152,1,1,2
Yossi Kuperman,12,6,1,19,0,1,0
Joonsoo Kim,306,6,1,320,0,11,11
David Vrabel,304,0,0,662,5,124,4
Alexander Monakov,16,1,0,16,0,0,0
Tim Bird,29,0,0,35,3,1,7
Franky Lin,284,1,0,407,1,331,1
Sibi S,91,9,1,0,0,0,0
Jeremy McNicoll,14,1,0,17,11,0,2
Henk Vergonet,12,0,0,12,0,0,0
Florian Zumbiehl,18,0,0,16,1,0,1
David Veenstra,19,0,0,19,0,0,0
Vikas Shivappa,53,1,0,57,0,1,0
Darren Hart,132,1,0,812,9,52,9
Uma Krishnan,75,4,1,116,2,10,0
Alim Akhtar,58,4,0,70,42,89,1
Emil Goode,56,1,0,56,0,0,1
Philippe CORNU,49,0,0,19,0,0,0
Gioh Kim,18,0,0,20,1,2,1
Pravin Shedge,28,0,0,28,0,0,0
Markus Niebel,11,1,0,13,0,0,0
Dirk Hohndel,27,0,0,27,5,0,2
Pixel Ding,11,0,0,13,0,3,0
Philippe Bergheaud,18,2,2,19,0,1,0
Lai Siyao,20,0,0,27,0,108,0
Kumar Sanghvi,58,1,1,61,0,0,1
Doug Oucharek,14,1,0,18,0,138,1
Claudio Scordino,20,0,0,26,1,0,0
Minghuan Lian,36,0,0,46,3,32,0
Chandra Konduru,25,0,0,27,0,9,0
Eryu Guan,48,9,2,48,9,1,29
Steven Rostedt,2533,148,23,4284,54,227,82
Sebastian Sanchez,70,6,3,74,0,37,0
Alexandru Moise,18,1,0,18,1,0,2
Mustafa Ismail,44,15,0,79,0,0,0
Tomohiro Kusumi,48,0,0,52,0,0,0
Hongchao Zhang,13,0,0,13,0,2,0
Li Xi,25,2,0,24,0,7,0
Anthoine Bourgeois,13,0,0,13,2,0,1
Rich Felker,44,1,1,65,1,0,5
Yasunari Takiguchi,15,0,0,15,0,1,0
Devin Heitmueller,349,1,0,374,1,22,1
Paul Handrigan,17,0,0,17,0,0,0
Tom Gundersen,18,0,0,23,7,11,8
Stefan Schake,16,4,1,16,0,1,0
Tobias Jakobi,76,0,0,79,22,14,8
Alex Smith,43,1,0,45,14,13,0
Rob Gardner,14,0,0,15,0,5,1
Lance Richardson,19,8,0,19,0,0,1
Tobias Regnery,35,15,3,35,0,0,2
Kittipon Meesompop,10,0,0,10,0,0,0
Jason Low,46,1,0,47,14,2,0
Wei Xu,12,0,0,280,19,1,3
Eliad Peller,544,6,3,630,2,7,9
Gianluca Borello,13,3,0,13,0,0,0
Michael Lyle,17,2,1,29,1,55,2
Amitkumar Karwar,409,14,0,737,6,4,1
Feng Kan,31,1,0,43,0,0,1
zain wang,19,0,0,25,0,0,0
Bobi Jam,40,0,0,47,0,133,0
Niu Yawei,40,0,0,43,0,36,0
Vitaly Fertman,15,0,0,17,0,14,0
David Henningsson,292,3,2,297,2,6,10
Luca Ellero,132,0,0,132,0,0,0
WingMan Kwok,22,0,0,33,0,0,0
Sam Hansen,10,0,0,10,0,0,0
Matt Porter,160,0,0,207,9,53,0
Andrey Gusakov,14,0,0,18,1,1,0
Alan Jenkins,88,0,0,89,8,1,9
